Likelihood,0 < |s| <= 1e-5,1e-5 < |s| <= 1e-4,1e-4 < |s| <= 1e-3,1e-3 < |s| <= 1e-2,1e-2 < |s| <= 1
-1478.7481747955767,0.2838784968007231,0.0,0.2665791323033652,0.35966767749661843,0.08987469340646188
-1478.7481680212081,0.2838811772013171,0.0,0.2665737324753323,0.3596747644129386,0.0898703259122488
-1478.7481668585601,0.2838805906395593,0.0,0.26657480013751284,0.3596754175182387,0.08986919171026872
-1478.7481650705865,0.2838812137515134,2.898256269954515e-12,0.26657362619013336,0.35967680333397917,0.0898683567214758
-1478.7481634143398,0.2838812972155817,6.518369127610484e-11,0.26657383392291906,0.3596758765669041,0.08986899222941137
-1478.748163151233,0.2838816047718167,0.0,0.2665731424726246,0.3596767913906772,0.08986846136550043
-1478.7481624832542,0.2838811461958773,3.3082149442595986e-11,0.26657426981393073,0.35967556291941016,0.08986902103769971
-1478.7481612550264,0.2838800566763381,7.169062472980143e-12,0.2665776938358841,0.3596684706819924,0.08987377879861644
-1478.7481604050208,0.28388174770190294,1.4743789129997923e-11,0.2665735513182005,0.35967486682124544,0.08986983414390741
-1478.7481584665811,0.2838813293045749,3.542524011358435e-12,0.2665742814448369,0.3596762163146033,0.0898681729324425
-1478.7481581296804,0.2838823190412284,0.0,0.2665723025050978,0.3596774973226161,0.08986788113352781
-1478.7481518821041,0.2838820297186846,5.662236724954771e-12,0.2665738709225413,0.35967569441993474,0.08986840493317716
-1478.7481513367832,0.28387897052614475,0.0,0.2665798622803201,0.3596738094217863,0.08986735777511469
-1478.7481252302514,0.28390076454665825,8.439294421290288e-16,0.2665386060840123,0.3597080303703523,0.08985259899897625
-1478.7481251679087,0.2838699814887195,7.822461552912061e-12,0.2666044548185284,0.35965017937328836,0.08987538431164128
-1478.7480517938573,0.2838831520804594,0.0,0.26658462392443916,0.3597314041146451,0.0898008198835723
-1478.7480374856068,0.2839064308356612,6.734415704521204e-19,0.2665414944308173,0.35969673483332043,0.08985533992855267
-1478.7480113903853,0.283874872430088,3.861039043121498e-15,0.2666499003237926,0.3594954204041597,0.0899798068467559
-1478.7480090781792,0.2839000495339901,1.4829880455661801e-18,0.266555813097613,0.3597028711696385,0.08984126623112224
-1478.747937625086,0.2839361006096019,1.3443146074062422e-15,0.26651865478425957,0.35964964837095925,0.08989559629509326
-1478.7479136821498,0.2838940763781511,1.7667678156571146e-11,0.26665460483754283,0.3594335279033627,0.09001779098547588
-1478.7478915445574,0.2839679591367593,5.875789956469097e-11,0.26646656694473386,0.3597360362678293,0.0898294375919289
-1478.7478488779632,0.283870725841967,4.154934613052846e-15,0.26669744616018637,0.3594840168982598,0.089947811115176
-1478.7478003116275,0.2838824592898312,0.0,0.2666768845601807,0.35953038602261594,0.08991027014018867
-1478.747778597857,0.28390562357772964,5.4786154340579845e-12,0.26666408884542314,0.3594297058406365,0.09000058173532202
