Likelihood,0 < |s| <= 1e-5,1e-5 < |s| <= 1e-4,1e-4 < |s| <= 1e-3,1e-3 < |s| <= 1e-2,1e-2 < |s| <= 1
-1457.3994393849168,0.29765617275355605,0.0,0.27842924873247443,0.30720369518997875,0.11671088333148506
-1457.3994312752632,0.29765856108320565,0.0,0.2784266304548582,0.3071987841153228,0.1167160243570828
-1457.3994227765688,0.2976567165162384,0.0,0.27843142112227526,0.307197311071167,0.11671455129212238
-1457.399421615449,0.29765712455924204,7.017031856952281e-12,0.2784306898253978,0.30719779691869253,0.11671438868965053
-1457.3994201455675,0.29765724809445926,0.0,0.27843075517099103,0.30719715558491206,0.1167148411617182
-1457.3994200906268,0.29765715628021244,0.0,0.2784310011025281,0.30719682066511644,0.1167150219531401
-1457.3994196873984,0.29765730407304936,0.0,0.27843071520366447,0.3071970973577399,0.11671488336659824
-1457.3994179684212,0.2976561272825975,0.0,0.27843290944303306,0.3071985792352651,0.1167123840391838
-1457.399415372241,0.2976575175762538,2.823043136605287e-12,0.2784316975448528,0.30719263274175,0.11671815213432031
-1457.3994148112342,0.2976566529316273,3.4986229209692066e-12,0.2784298720555776,0.30721239233776404,0.1167010826715325
-1457.399412592717,0.2976610031930187,0.0,0.27842720856655556,0.30718458738393534,0.11672720085849489
-1457.3994124973633,0.29765767132877113,2.3196898639140165e-12,0.27843142855962194,0.3071943017609733,0.11671659834831387
-1457.3994098600447,0.29765109998481915,2.4186741100366433e-15,0.27844201082236464,0.3072122824458121,0.11669460675197885
-1457.3994092287282,0.29765690150423724,0.0,0.27843382955749346,0.30719155344951554,0.11671771549138911
-1457.3994020881391,0.2976591514811133,0.0,0.2784291080715536,0.3071983949394538,0.11671334551217236
-1457.3993939949933,0.2976583508216696,9.101971792303717e-21,0.2784312747205515,0.3072005588369172,0.11670981562157388
-1457.399389987958,0.29765691297979524,1.3193913611469277e-12,0.2784364103758707,0.3071905798264361,0.11671609681657884
-1457.3993668672847,0.29766095701845635,1.6472002904540107e-12,0.2784302040761244,0.3071981204091273,0.11671071849464473
-1457.3993438854006,0.29762802513781333,1.1874608152572348e-13,0.2785286088625497,0.3070780354795543,0.11676533052027631
-1457.3993280339857,0.2976963031202989,6.091845927459452e-12,0.2783570793622657,0.3072930789689591,0.11665353854284499
-1457.399261860123,0.29771476485648407,1.9193275221642488e-16,0.2783357501200826,0.30730431401732844,0.116645171009554
-1457.3991786424376,0.2976679031201176,4.870678488286895e-21,0.2784573680001059,0.3071332217643274,0.11674150711877301
-1457.3991315165717,0.297698330833339,0.0,0.2784328669405958,0.3070649056019416,0.11680389662572267
-1457.399050472733,0.2977218660686815,1.5939670571038148e-12,0.2784448861639432,0.3069873626713785,0.1168458850944021
-1457.39904635812,0.29774960338486145,6.861093765200313e-16,0.2783601983240382,0.3071429239448093,0.11674727434667309
