Likelihood,0 < |s| <= 1e-5,1e-5 < |s| <= 1e-4,1e-4 < |s| <= 1e-3,1e-3 < |s| <= 1e-2,1e-2 < |s| <= 1
-1478.1077919472775,0.28403320433049173,1.3761694211311787e-11,0.26579970505982115,0.36540293275620317,0.08476415783972224
-1478.107791178012,0.28403303415962267,0.0,0.2658005553111718,0.36540040498849846,0.08476600562188726
-1478.1077886246267,0.28403138882187423,2.1669060546147508e-10,0.26580402162658784,0.36539933540174657,0.08476525393310083
-1478.107788143685,0.2840333557361805,2.4420369556308176e-11,0.26580051522250026,0.3653993425450044,0.08476678647189459
-1478.1077863538974,0.28403311454194047,0.0,0.2658010440657235,0.36539993700508977,0.0847659043944513
-1478.1077854443067,0.28403312788994156,5.410947854257279e-12,0.26580103280861134,0.36540044200321203,0.08476539729282413
-1478.1077633717357,0.2840313487044986,0.0,0.2658143564774069,0.3653622196751193,0.08479207515958699
-1478.1077616917032,0.2840373738185951,4.597894881260703e-11,0.2657978649897156,0.3653914556583395,0.08477330548737086
-1478.1077557019228,0.284014202503942,7.335465814340109e-12,0.2658569294767109,0.36531742791528665,0.08481144009672505
-1478.107747621326,0.284036289264157,0.0,0.2657994583932197,0.3654021890257712,0.08476206332220332
-1478.1077329060154,0.28406048907403425,3.73130150702141e-12,0.26574825465456936,0.36547613775632165,0.08471511851189094
-1478.107721072136,0.2840443188544364,1.2113804048380052e-11,0.2657856461054234,0.3654182041598477,0.08475183086817878
-1478.1077208076067,0.28404142029864293,1.6355849161682292e-21,0.26579499876771606,0.3653939147783365,0.08476966619677526
-1478.1076985095308,0.28406962019782483,2.5470066811889376e-12,0.2657355953913023,0.36550217145950975,0.08469261294881703
-1478.107692259183,0.28404183172267433,0.0,0.26580326018454403,0.36536623699798404,0.08478867115418948
-1478.1076749649008,0.28405001316594697,0.0,0.26578216888472134,0.3654136582528658,0.08475415969684086
-1478.1076572350064,0.2840124907887814,6.828501865048475e-11,0.26587523962535276,0.3653172625856506,0.08479500693193019
-1478.1075973321726,0.2841084122993583,1.5367881228216277e-11,0.26569085049990776,0.36550250996539624,0.08469822723387542
-1478.1075860910012,0.28408280396107216,7.387494420049677e-17,0.26573308066653684,0.36546838725600406,0.08471572812255572
-1478.1074978936506,0.2841188038422163,4.5127395153118155e-11,0.2657146324846844,0.3653758041566534,0.08479075947131859
-1478.1074309492076,0.28405770455852647,4.705992365735208e-12,0.26582211750218854,0.3653776231624056,0.08474255477217355
-1478.1074159411125,0.2840805629194245,1.824582122210443e-11,0.26580328648734425,0.3652761026571341,0.08484004791785153
-1478.1074139784132,0.28403494517467526,0.0,0.2659168885918146,0.3652000355064477,0.08484813087811793
-1478.1073986893962,0.2840956529887739,0.0,0.26575753647091865,0.36538851908920283,0.08475829147195182
-1478.1073356017878,0.2841298043460863,3.255773374730009e-11,0.2657483172967277,0.3653499613641878,0.0847719169604409
