Likelihood,0 < |s| <= 1e-5,1e-5 < |s| <= 1e-4,1e-4 < |s| <= 1e-3,1e-3 < |s| <= 1e-2,1e-2 < |s| <= 1
-1452.773095482294,0.28785730048228997,0.03803083170344346,0.26163592239314737,0.28158280052324836,0.13089314489787024
-1452.7730771110816,0.28786520465584636,0.038020329297221475,0.26164067250991635,0.2815793631486993,0.13089443038831686
-1452.7730767187231,0.2878609468194046,0.03802746860616654,0.2616368516030726,0.28158174666494695,0.1308929863064091
-1452.7730747640665,0.28786283872605967,0.038023978149379384,0.2616392706057656,0.28158103782382526,0.13089287469497005
-1452.7730727044393,0.28786231765998727,0.03802480965478278,0.26163906781698,0.2815816359243722,0.13089216894387767
-1452.7730663921234,0.28786136894957626,0.03802665567005874,0.2616398098670859,0.28157609727727406,0.1308960682360051
-1452.773064858677,0.28787041735339663,0.03801295198370179,0.2616443321467928,0.28157832069646443,0.13089397781964426
-1452.7730622240567,0.28786277961775464,0.03802734597502607,0.26163558802667414,0.28158031691269325,0.1308939694678516
-1452.7730608779739,0.287849117337589,0.03804031827119743,0.2616426799718008,0.2815740309599658,0.1308938534594456
-1452.7730600981204,0.28787894876380155,0.03800199868773582,0.2616467655424729,0.28157559248713604,0.1308966945188537
-1452.7730588142429,0.2878768118928099,0.038014061974272324,0.261631312070349,0.2815772343400328,0.13090057972254107
-1452.7730504134267,0.28790145984785037,0.03800561179964776,0.2615950627685363,0.28160808413384386,0.13088978145012178
-1452.7730456754896,0.2878771795665697,0.0380071891176439,0.26164312606735113,0.2815775878831834,0.13089491736525186
-1452.7730210662262,0.28788594247394417,0.037997030655831085,0.2616447551022925,0.2815830526965229,0.13088921907140888
-1452.7730011067563,0.28782376932313974,0.03808313705873679,0.26163051609274923,0.28157656136981507,0.1308860161555578
-1452.7729862989218,0.28795951369019135,0.03787996302099424,0.26170652575687253,0.28154029309338524,0.1309137044385558
-1452.772950937211,0.2880568476222176,0.03773790687697679,0.2617580186725987,0.28152865980283404,0.1309185670253712
-1452.7729142765966,0.28787821883185144,0.03802533543060455,0.26163406299186664,0.2815575146920739,0.13090486805360355
-1452.7727921918788,0.2877995583360243,0.03817029802717231,0.2615873076341466,0.28158841563382725,0.1308544203688294
-1452.7727300212846,0.2883872287068595,0.03740464808324279,0.26172096341469747,0.2815966480574954,0.13089051173782784
-1452.7725173804213,0.28887612220282366,0.03655927750458456,0.2622458610786048,0.28139513954414863,0.1309235996698369
-1452.7724588081403,0.2882565429018933,0.03759156715994514,0.2617199531470065,0.28153533473096093,0.13089660206019169
-1452.7723843070637,0.28879666706644486,0.036708877410350525,0.26215915205226004,0.2813399761743791,0.13099532729656463
-1452.7723278428873,0.2883383479889218,0.03737893443712915,0.26200820602441277,0.28132236896593427,0.13095214259747892
-1452.772206424256,0.2887856091667656,0.03686507890453179,0.2620039500216982,0.2813805690316161,0.13096479287538726
